RespondentID,Q1-Location,Q2-Age,Q3-Gender,Q4-BikeOwner,Q5-StartedCycling,Q6-WhenStarted,Q8-SuperhighwayUsed,Q9-SuperhighwayFrequency,Q10-Width,Q10-Surface,Q10-Signs,Q10-Parking,Q11-SuperhighwayComments,Q12-SuperhighwayRespect,Q13-SuperhighwaySafety,Q14-SuperhighwaySuggestions,Q15-SuperhighwayReason,Q16-HireRegistration,Q17-HireRegistration,Q17-FindingStation,Q17-BikeAvailability,Q17-Unlocking,Q17-Bike,Q17-Returning,Q17-Payment,Q17-Value,Q18-HireComments,Q19-Frequency,Q20-Reason,Q20-ReasonOther,Q21-Duration,Q22-SupportCentre,Q23-Problem,Q24-SupportExperience,Q25-SupportComments,Q26-Improvements,Q27-Reason
1156267593,Buckinghamshire,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,(a) They don't go where I want to go  (b) I've read bad things about them,Yes,good,fair,fair,good,very good,good,good,very good,,Once a week,A combination of the above,...when it's the best way to do the journey,Less than 30 mins,No,,,,"More docking stations are needed, especially around the City. More effort is needed to move bikes between docking stations to enusre that there are usually bikes and spaces at every station.",
1156264513,,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,bad,bad,bad,"They are just slippery blue paint on the road which is dangerous when wet.  They are not enforced, people can park in them and drive in them.  Nothing has been done about junctions and lights to improve dangerous situations for bikes.  They are on major dangerous roads which people shouldn't be encouraged to cycle on.",No,No,Change the phasing of lights to give cyclists a head start which would stop cyclists jumping red lights which about 100% of cyclists do.,,"No (if no, go straight to question 12)",,,,,,,,,It is too expensive and I do not want to have to register for something.,,,,,,,,,,"I don't want to register, there are no bike stations where I want to go.  1/2 hour is too short a time."
1156183906,,18-29,Male,Yes,"No, I already cycled",1 year,"Superhighway 3, Barking to Tower Gateway via the A13",Only tried it once,very bad,fair,bad,bad,,No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike and am much more happy to use it at the moment.
1156180503,Camden,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Nowhere near where I live or work.,Yes,good,good,good,very good,good,good,fair,very good,Overall the issues are with the call centre and website. The website has been amateurish.,Several times a week,Instead of taking the Tube,,Less than 30 mins,,,Poor,Long wait times. Having to call me back for a simple option that should have been possible on the website (changing from daily to yearly activations).,"Better, more flexible website.",
1156142731,,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Occasionally,very good,good,good,fair,,No,No,,,Yes,good,good,good,very good,very good,very good,good,very good,,Several times a week,A combination of the above,,Less than 30 mins,No,,,,"bikes are brilliant, such a good idea, thanks",
1156142025,,18-29,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156132116,West Midlands,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,bad,fair,very bad,bad,"CS7 is a cycle lane, describing it as a Cycle Superhighway is nonsense.  Signs showing time to cycle to destinations are a complete waste of time, the time required varies on the speed of travel.  If the signs gave the distance this is an absolute measure not one that changes subject to speed.",No,Yes,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,
1156097662,KENSINGTON,30-39,Female,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,wasn't on my way; and not sure where they're,Yes,very good,very good,fair,fair,very good,very good,very good,very good,,Several times a week,A combination of the above,"instead of bike, tube, and sometimes instead of walking",Less than 30 mins,No,,,,,
1156090995,Lambeth,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a week,fair,fair,very bad,bad,"In parts the lanes run right onto car-parking lanes so one has to cycle off it, at other parts they run towards tricky junctions Finally, there is nothing stopping cars straying into the lanes whenever they want to undercut or intimidate cyclists, especially at night. It is in many cases safer to ignore cycle lanes, and use the roads, pavements, and backalleys as appropriate.",No,No,"Expand bus lanes (1.5 times size) these are the safest lanes to use since many drivers have more regard for their driving record than the safety of cyclists and pedestrians.      Properly segregated lanes (as in Paris where there is a physical separation from the road so cars cannot park or swerve onto the lanes).    A more visible colour; blue is almost invisible at night especially when yellow-ish lights are used.    Double yellow lines on all cycle lanes, this will stop car and van drivers from parking right in the middle of cycle lanes.    Safe run-ups to junctions, junctions can be very dangerous especially with bad driving by those that race to junctions, don't indicate, and/or take up too much space. Best have visible run up to the front, segragated lanes would help.",,Yes,good,bad,fair,fair,very good,good,good,very good,,Several times a week,A combination of the above,"Minimise use of the tube, bus, car (weekends), and seldom take my bike in now.",30 mins - 1hr,Yes,"Could not take out a bike, after docking - was unaware of 5 minute delay. I was put on hold for too long and fortunately was trying to unlock the bike whilst calling, after about 5 minutes the problem was solved so I hung up.    I learnt about the 5 minute delay from the borisbikes.co.uk forum.",Very poor,Long delay.,Frequently Asked Questions can be provided on the docking terminals. An explanation of the 5 minute delay ought to be included.,
1156066754,merton,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,fair,bad,good,fair,,Yes,Yes,blue paint weaaring though already  the cycle lane should be continuous not broken as it is  the cycle lane needs to be seperated by white lane marking all through the route,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,it should be pay as you go-generally i use my own bike but on several occasions have walked past stand and thought i would like to use the cycles-but unplanned so no desire to register
1156054436,,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156050139,Southwark,18-29,Male,No,"Yes, because of the Cycle Hire Scheme",,"Superhighway 7, Merton to the City via A24-A3",Several times a week,bad,fair,fair,fair,"I decided to try cycling when the hire bikes were introduced. Previously I had either walked, got public transport or drived to get around London.    I have found cycling to be an enjoyable, economical and efficient way to get around and have been using it more frequently than I would have expected.    Before I started cycling I had not paid much attention to the cycling infrastructure (or lack thereof) in London, but now that I have used it I have to say it is really very poor quality.    The bike hire scheme is great, very convenient with a lot of docking stations and a pricing scheme that makes it very good value for most trips in central London. But other than that, provisions for cyclist in the city are laughable.    Cycle lanes are extremely narrow, forcing the rider to cycle just beside the curb, when all the safety advice is that riding too close to the curb encourages unsafe overtaking by motorists. In addition,  many cycle lanes are advisory only, and in my experience so far the advice is not generally taken. Similarly it's rare that I find one of the boxes for cyclists at lights not occupied by cars.    I have ridden on the last part of CS7 several times. It is wider than other cycle lanes, which is definitely a good thing, but it still has the problem of parked cars and drivers not paying attention to the boundary. Also these routes cover such a small percentage of London roads that they are irrelevant for most journeys.    The mayor's office has been making a big push to extol the virtues of cycling, through the massive amount of publicity for the hire scheme, superhighways and events such as last weeks sky-ride, but I think that if it's a serious aim rather than just a way to get good publicity, there is a massive amount of work needed to make cycling a realistic mode of transport for most Londoners.    To be more specific, I think the following would be a good place to start:  - Make cycle lanes prohibited for motorist rather than advisory.  - Widen cycle lanes - they could be much wider on many roads in the centre. I'm thinking Holland / Denmark here.  - Remove parking bays, taxi parking etc to make room for the improved cycling infrastructure.  - Enforce a minimum passing distance of <tbd> metres when overtaking a cyclist.    Now a lot of of these measures would not be popular with many motorists, and special interest groups such as black cabs, but ultimately if you want to increase the use of a form of transport on our roads, you need to incentivise people to use it, and currently many people feel (rightly) that cycling in London is too dangerous to be a viable option. There is a limited amount of space on the roads in the capital and promoting cycling means setting aside space for cyclists which will mean reducing the space available to motorists. Without drastic measures such as this I do not think cycling in London will move past its current novelty status for most people.",No,No,,,Yes,very bad,very good,very good,very good,fair,very good,good,fair,"Registration process marked down as the url for the page could not be resolved by the DNS servers of my ISP (O2), so I had to change my DNS to use google before I could even open the page! Most people would just not have bothered I think.    The docking stations are great, there really are so many of them it's quite remarkable. I've never found myself having to ride very far from where I want to go to dock the bike. Occasionally I've had problems with stations being full when I want to dock or empty when I want a bike but on the whole I think a good job is being done of moving the bikes around according to demand.     The bike has plusses and minuses. It's very easy to ride, even with one hand off to signal and looking behind it still stays in a straight line, which is great for people such as myself who are cycling for the first time in many years. Also the seat height is very easy to adjust and the saddle is very comfortable. On the minus side, it's amazingly heavy, around twice as heavy as most bikes you'd buy for commuting. It needs to be sturdy but I think 20kg is just too much. The gearing is very low, even in the highest gear it's hard to build up a decent amount of speed (though in many cases including my own, this is probably a good thing). Finally on several occasions I've found a bike with a very over tightened rear brake, now I check before undocking.    Value for money - good in general but having two keys on your account means you get charged twice when one key is used. I can't see why this is the case when each key is individually numbered.",Several times a week,A combination of the above,instead of bus/tube/walking,Less than 30 mins,,,,,,
1156031760,Southwark,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,good,fair,fair,,"Unsatisfactory that they are discontinuous, and there appears to be no enforcement against parked motor vehicles blocking them.",,No,Ideally should be physically separated from other road users.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"Own my own bike, live well outside the cycle hire scheme area."
1156031077,,50+,Male,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,"Live and work in Zone 1, no need.",Yes,fair,bad,fair,good,good,good,fair,very good,"Generally works well and have had good service when needing to contact call centre. Full docking stations are the biggest problem. Use the scheme for two journeys most weekdays, would use for at least one more each day if it were not for the difficulty of finding a 'parking space'.  Previously havn't cycled  for 30 years. Normally walk everywhere in central zone; this scheme extends the range of places I can reach for weekend shopping, and though it only saves less than 5 minutes on a 20 minutes walk makes getting home after a late shift much less tiring.",Several times a week,Instead of walking,Mostly instead of walking but also for journeys too far to walk but not worth a tube fare.,Less than 30 mins,Yes,1. Card not accepted for initial registration.  2. Card not accepted when upgrading from 24hr to 1 Year.  3. Bike docked but no green light and terminal not issuing receipt.,Good,Very positive. There seemed to be some problem in finding account details on first two occasions.,"The main problem is the tidal flow of commuters; a big constituency that will never be satisfied. More central area docks to free up the grid-lock that discourages use during the day would be my priority. I am fortunate in that living and working in Clerkenwell/Bloomsbury is neither core nor edge, I can usually find a bike to get home at night. But the emptying of the docks in the central area in the evening is of some concern. At weekends the scheme seems to work as intended.",
1156028933,Enfield lock,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Ther isn't a super highway for my area Enfield to London west end.,Yes,good,bad,fair,good,good,very good,good,very good,Lack of docking stations can be a real problem. If you can't find a bike it's bad but having found one and then not being able to dock is a thousand times worse.,Several times a week,A combination of the above,"To replace walking, taking the tube and taking the bus.",Less than 30 mins,Yes,"Overcharged, no docking stations free in w1. had to take bike up 2 flights of stairs to office and arranged for serco to call when in area. So I could drop bike to them.",Fair,Sometimes you are put through to reserve operators who can only take you details arrange someone to call you back. The response came 2 days later.,I hope the scheme is successful but I think double the bikes are needed and tripple the docking stations are needed.,
1155973566,Camden and Oxford,50+,Female,Yes,"Yes, because of the Cycle Hire Scheme",6 months ago,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,good,good,good,,still had a problem with vehicles parked on it...and building work on it...so had to veer out across the road at Southwark Bridae (I think),No,No,Buses and white vans dont and never ever give a damn..,,Yes,very bad,fair,fair,very good,good,very good,very good,good,I got stung for £4 for 1 hour and 1 minute...not fair!!!...due to the fact that the first docking station I got to was too dangerous to park at so I had to go to the next one (Regents Park gloucester slips car park - pitch dark and surrounded by trees)...,Several times a week,Instead of taking the Tube,also instead of walking,30 mins - 1hr,Yes,Got charged extra due to impossibility of docking the bike at Islington (3 full docking stations) and followed by 2 more full docking stations in Regents Park...eventually parked at 6th docking station...was promised i would not have to pay the £1...but I have had too!  ok not a big deal like the £4 for one minute charge (above!!!),Fair,Agent did not really understand or empathise with what I was talking about...I think they need to go out and experience cycling and docking problems as part of their training  session,+Docking stations in Camden Town area (not just Regent's park).  +MORE City/ Moorgate / St Paul's docking stations.  +No £4 penalty at 1 hour - maybe £2?  +Ability to print journey time to screen only (save paper).  +25 minute alert/ alarm on bike.  +FL,
1155972759,,30-39,Male,Yes,"No, I already cycled",Longer,Both,Several times a week,fair,good,,fair,"I don't think the questions above understand the issues.    The 'lanes' are often just blue paint, or vehicle lanes with bits of blue in.  Total joke.    People do not need 'signs' to cycle, they need a good wayfinding system as most trips won't just be on official routes.",No,No,"Scrap the stupidhighways and spend the limited public funds on things that will make a real difference: removing gyratories and two-way cycling on all minor streets (as in France etc), 20mph on main roads with high cycle flows etc.",,Yes,very good,very good,very good,good,very good,good,very good,very good,"Expand the scheme, it's great",Occasionally,A combination of the above,,Less than 30 mins,Yes,Logging into my account I kept on having to reset my password,Poor,Didn't understand my problem and sent a standard response,,
1155965839,,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,fair,good,fair,,Yes,Yes,The biggest threat to cyclists is the dangerous driver that is endemic amongst london bus drivers,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I own three bikes....
1155965525,hammersmith and fulham,18-29,Female,No,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,not had chance,Yes,,,,,,,,,,,,,,,,,,,
1155962652,city of london,40-49,Male,Yes,"No, I already cycled",6 months ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155939514,,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,very good,very good,good,good,,Yes,No,,,Yes,very good,bad,good,good,bad,very bad,fair,very good,There is a dearth of available docking stations around my office building (St James's) resulting in having to returning the bike further from my office than sometimes the alternative tube station which negates the scheme for me.,Several times a week,Instead of taking the Tube,,Less than 30 mins,Yes,Irregularities on my account - when checking online journeys that I hadnt made were credited to my account.,Fair,Promised a call back but never received it.,,
1155922430,Richmound upon thames (Borough),30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155913270,Merton,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a week,very bad,fair,fair,very bad,"CSH7 poorly positioned, endorsing poor cycling position esp. at junctions; not consistently lined/unlined; not consistently marked at junctions; intent of CSH not clear to other traffic; no barriers to cycling addressed whatsoever; CSH obstructed by parking esp. off-peak, thereby not promoting respect for, and utility of, cycling; CSH does not cross the river or link or pass through Merton -merely touching it and ignoring Merton High Street, the principal feed lane in urgent need of CSH; no central London Bike grid.",No,No,"CSH7 should be an exemplar of TfL's London Cycling Design Standards, not a travesty. TfL have ignored commitments made and consultation has been a hollow process. CSH7 should build on the work of LCN+, not waste this asset. TfL should ensure it re-visits CSH7. It is wasteful to paint the 300mm next to the curb where it would be suicidal to ride.",,Yes,fair,good,very good,fair,good,very good,good,very good,No advice that the key must not move at all when when unlocking - this is difficult for users to work out for themselves and does not help the disabled.  No advice on how a one-armed cyclist can undock.  No advice that you have to be able to lift the bike rear wheel  600mm to undock.,Several times a week,Instead of riding my own bike,Many disabled/elderly cycle more readily than they can walk.,Less than 30 mins,Yes,The first key did not work.,Poor,", wasting time and effort and causing walking discomfort;  the support centre said they would ring me back within 24hrs. each day, for nearly a week;  quite by chance, it seemed, I got through to someone who said they would send a replacement key - and did.  The staff should have known what to do.  These events were logged, I was told.","More empty docking spaces required,  Scheme is so valuable to the less-able.   There should be a discrete friendly gesture that pending un-dockers should be able to make, so that would-be dockers baulked by a full docking station can recognise that a space will soon become available. A whistle in the key, perhaps?  Bells should be fixed securely, and checking them should be part of the checking routine - which is otherwise brilliant.  Scheme should be extended to outer London Boroughs.",
1155901164,"Robertsbridge, Rother District, East Sussex",40-49,Male,Yes,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,Not near my route.,Yes,very good,fair,very good,good,good,bad,good,very good,"Too many docks near Charing Cross station are being refilled after 3pm, just when the need to be emptied for the returning tide of commuters! Thus I have difficulty finding somewhere to dock my bike when catching the train home at 16:30! However, this seems to be slowly improving in the last few days.    Bike gears need to be 1/2 notch higher - 1st is useless and 3rd isn't quite enough. Otherwise, good solid bikes and comfortable to ride.    The simple ""key-in-dock, take bike"" is a joy to use.    Faulty bikes: the red led on the dock should remain on at all times; I often have to try 3 bikes before one will release.    The TFL bike map on the web is useless - you need coloured pins to show how full/empty a dock i  The maps on the dock terminal is useless too - the paper map should show in bright blue every dock on the map with a number and the ""find free dock"" on the terminal screen should simply display the numbers of the docking stations as per map. I spent a good few minutes trying to spot the docks on those maps and my eyesight is good!    The phone helpline has been good when something went wrong - full marks to them.    The price is excellent.",Several times a week,A combination of the above,Instead of bus or tube.,Less than 30 mins,Yes,Being charged when a docking station (whole bank) was faulty.,Very good,Very helpful.,,
1155877350,Southwark,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Once a fortnight,fair,good,fair,bad,They're not wide enough in paces.,No,No,There haven't been sufficient improvements at major junctions,,Yes,good,fair,very good,very good,fair,very good,good,fair,The bikes are a bit too slow for more experienced or regular cyclists.,Once a fortnight,A combination of the above,taking the bus or walking,Less than 30 mins,No,,,,"i would lie to see more improvements for cyclists in general - specifically to junctions, road layouts, permeability and cycle parking.",
1155866550,Surrey,under 18,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,bad,good,good,good,The northbound segregated lane on Southwark Bridge seemed good but it was shut. Parts of the Superhighway on Southwark Bridge Road are nothing more than blue squares in normal traffic lanes.,No,No,"Lorries and vans are stopping on the lanes (south of the junction with Southwark Street) even when there are loading restrictions, parts of the Superhighway are just a stripe (not a cycle lane) occupying part of a ""normal"" traffic lane which means cyclists get stuck in traffic and may be tempted to filter around the inside of large vehicles - this would not be an issue if there was some measure of physical segregation (and this is on a section with 2 lanes in one direction so there *is* room for a kerb separating the cycle lane)",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"Haven't registered yet, don't have a credit card and would need to ask parents."
1155847981,,30-39,Male,Yes,"No, I already cycled",Longer,Both,Occasionally,very bad,fair,bad,very bad,"superhighways' they are not. The way they intermingle with bus and normal traffic makes them very dangerous. As far as I can see, they are nothing more than a long streak of blue paint.",No,No,Real cycle lanes should be wider and properly separated from motor vehicles. Only very confident cyclists are likely to brave London streets.,I usually avoid them and can usually find quieter and safer routes on side streets.,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I tried to register several times and the website wasn't working...nuff said!
1155835348,Crouch End,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,None on the routes that I use,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike for general commuting and didn't see the need for registering to use the cycle hire at the moment.  However I do intend to use the cycle hire on occasion & when the scheme is opened up to casual use will probably take advantage then.
1155822883,,30-39,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155817500,,18-29,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,Neither is anywhere near where I ride.,Yes,bad,fair,fair,fair,good,bad,very bad,good,"Bike distribution needs to be addressed. To use teh scheme regularly it needs to be reliable, and it currently isn't.",Occasionally,Instead of taking the Tube,,Less than 30 mins,Yes,"Lack of refund, non-working key.",Very poor,"Was told on several occasions I'd be called back, never actually was, finally resolved issue after 5 weeks by demanding escalation. Utterly, utterly hopeless.","Get a better company running the helplines, work on iproving bike distribution.",
1155815842,Lambeth,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,bad,bad,fair,fair,"Lack of 'continuity',  nothing new over existing green cycle lanes",No,No,"Have your traffic engineers actually tackle the problems of difficult junctions head on,  giving cyclists (especially novice cyclists) the priority they need.   This will of course have an impact on 'network assurance' and throughput at those junctions,  but which is your real priority?",,Yes,very bad,fair,fair,good,fair,good,very bad,fair,"Haven't been able to use my key since the first day,  the auto renew thing hasn't worked and the helpline haven't been able to help.",Only tried it once,A combination of the above,,Less than 30 mins,Yes,"As above, unable to get the problem with my key fixed.",Very poor,,,
1155809648,Kensington & Chelsea,30-39,Male,No,"No, I already cycled",Longer,,,,,,,,,,Please more separate bike lanes like Tavistock-Torrington.  The cycle superhighways are a joke.,Not in my neighborhood.,Yes,very good,very good,good,bad,fair,very bad,fair,very good,,Several times a week,Instead of taking the Tube,,30 mins - 1hr,Yes,Key didn't work because the bike dock didn't register my returned bike properly.,Very poor,"The first week of the scheme I left multiple messages with the voicemail service because it was impossible to get through to the actual call center.  It took them a week to call me back, and even when they finally did it was just to see if anyone had called me back.  The people calling me back weren't able to address the issue.  However, I called last week and got through immediately to a real live helpful human.",Sack Serco.,
1155801470,,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,"I emigrated in despair at the lack of progress in the UK regarding cycling issues. Having seen what you've done, I've no regrets.","No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I'm not in the UK.    You don't provide much of an opportunity to comment here.
1155795400,Westminster,40-49,Male,Yes,,Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,fair,fair,fair,fair,"A lot of investment on signage which might have been better spent on more road painting etc. The cars have signs, we cyclists can read too.",No,No,Pack cycling is a frigging nightmare....,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"Cost, and have my own bike.... am considering registering once you sort out a cycle point closer to my flat.... and get more in the West End.... The City of Westminster should be frigging ashamed of themselves considering their lacklustre approach to this project."
1155778508,Redbridge,under 18,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"have to pay a fee before using bikes, need a casual option"
1155773982,London Borough of Brent,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,very bad,very bad,very bad,very bad,"Rubbish - just blue paint on the road only.  Silly, as some of this lane was painted green previously at particular locations.  Highways get blocked by cars, parked vehicles and constantly by buses, making them useless.",No,No,There should be a physical barrier between the Superhighways and the road to prevent other vehicles (including buses) from entering this designated area.,,Yes,fair,very bad,very bad,fair,very bad,bad,bad,bad,"Would be better if this wasn't simply limited to Zone 1 and the surrounding wealthy areas.  They're no good for me as the nearest docking station is miles away.  They should be expanded to cover all of London, otherwise this is a discriminatory service.    Also, the bikes should have been manufactured in the UK and not Canada, as we should be supporting our own industries.    The bike was way too heavy and need gears to make it easier to ride.    Further, I'm against the Bike's being sponsored by Companies, as they are TfL's bikes, and it isn't right that a Bank should be allowed to have their name plastered on every docking station and bike.  They're TfL bikes, and as such they should only bear the TfL logo.     I'm worried that if I was to use a bike, the docking station at my terminus would be full and that I wouldn't be able to park it.",Only tried it once,Instead of walking,,Less than 30 mins,No,,,,"Expand to cover all of London, not just Central London.    Removal of corporate sponsorship.",
1155765359,Brent - Kensal Green,18-29,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,There are none on my regular route to and from work.,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike.  However I am going to register so that I can use them in town when I don't have my bike with me.
1155762408,SW16 1LY,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,fair,good,good,bad,,No,No,,,Yes,good,very good,bad,very good,very good,good,very good,very good,,Several times a week,A combination of the above,"Bus, Tube, Walking",Less than 30 mins,No,,,,,
1155760471,Southwark,30-39,Female,Yes,"No, I already cycled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I filled this out already, but forgot to say that I think the cycle hire scheme is *brilliant*, both for getting new people on bikes in London, and for using for short hops around town and for one-way journeys. It would be even better if it was extended to cover zone two as well, though.",
1155749357,Hackney,18-29,Female,Yes,"No, I already cycled",Longer,Both,Several times a week,good,bad,fair,bad,"I had to mark I used the Cycle Superhighways several times a week, because I do - however this is my standard way to work so I'm using them by default.     I preferred it when my route wasn't blue!",No,No,I felt safer when it wasn't a designated Superhighway.,,Yes,fair,bad,fair,good,fair,fair,fair,fair,"More docking stations in Hackney - I would use the scheme more to get into West End from Goldsmiths Row in Hackney if there was a docking station closer than the one on Falkirk Street,",Occasionally,A combination of the above,"instead of bus, tube, my own bike, walking",Less than 30 mins,Yes,Auto top up wasn't activated.,Good,Fine - they activated my auto top up.,,
1155744952,,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,I've heard cars are allowed to travel within the areas designated 'super highways'. Sounds dangerous. I'd rather avoid heavy traffic altogether since not enough is done to educate drivers to the needs of cyclists.,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I'm against the Barclays corporate sponsorship of the bike scheme.
1155743998,Wandsworth,30-39,Male,Yes,"No, I already cycled",Longer,Both,Once a fortnight,good,fair,good,bad,There were cars parked on the CS (particularly 7) and towards Southwark cars drove as if I wasn't there (one skimmed past me while I was going straight ahead and it went left).  Technically a hit-and-run but no point reporting it to the police as even with a witness and registration number in the past they've done nothing about a drunk driver who hit me.,No,No,Use the police to enforce the law against all road users (not just the two-wheeled morons who jump red lights).  Just this morning I had two cars almost run over me when I had a green light and they had red.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I already have a bike - though I often find myself lamenting the complete lack of cycle racks next to row upon row of blue bikes.  Why wasn't some part of the budget used to support existing cyclists?
1155743479,Enfield,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Only tried it once,fair,good,good,fair,"Sometimes when there is a side road crossing the super highway it is very confusing who has right of way - I almost had an accident with a car because of this. Also, some zebra crossings on route 3 are coloured blue and white, rather than black and white, suggesting cycle priority over pedestrians. I always give was to pedestrians in this case, but I see other cyclists who don't. All zebras should be black and white stripes in my view to indicate pedestrian priority.",No,No,"See box 4 above. I would make clearer who has priority at junctions, especially at side roads.",,Yes,very good,very good,good,fair,good,good,very good,very good,Docking points near rail terminus often lack spaces for docking in the evening.,Several times a week,Instead of taking the Tube,,Less than 30 mins,No,,,,More docking points in proximity to rail termini and tube stations.,
1155743079,sw6,18-29,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,not near where i live or need to go..,"No (if no, go straight to question 12)",,,,,,,,,,Only tried it once,,just did it for a laugh,Less than 30 mins,,,,,,
1155742538,Greenwich,18-29,Male,Yes,"No, I already cycled",6 months ago,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,very good,good,fair,very bad,Painting the road blue doesn't make it safer or more convenient.,No,No,Separation from the traffic.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike.
1155735639,Lambeth,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,bad,fair,good,bad,"not enough room, parked cars in the blue, no green phase of traffic lights, blue disappears at ""tricky"" junctions. not enough road space has reallocated from parking and car lanes. ASLs too small full of scooters and cars etc, no enforcement of cars jumping red lights.",No,No,"Its a start, albeit 20 years late. the Netherlands have done this already and found out what works... get their advice. Even New York is better than here.",,Yes,bad,good,fair,good,very good,good,fair,fair,having 2 or 3 keys on one account and being charged for all the keys if you only use one is totally F******* stupid. well done on that cock up.,Only tried it once,Instead of riding my own bike,,Less than 30 mins,Yes,"unclear charges on 2 keys, wanted one annual key and one daily key... but it can't be done.",Fair,,,
1155735296,wandsworth,40-49,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,not need to use them due to direction/ place travelling to,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have two bike and one is foldable
1155734260,,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,bad,good,good,good,,Yes,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,
1155734211,St Albans Herts,40-49,Male,Yes,"Yes, because of the Cycle Hire Scheme",Longer,,,,,,,,,,,Not on my route yet,Yes,good,good,good,good,very good,good,good,very good,"There were some teething problems but it seems to be getting better. I love the scheme and it has made me feel fitter, happier and better off all round.",Several times a week,Instead of taking the Tube,,Less than 30 mins,Yes,Bikes not docking properly,Fair,Takes a lot of calls to sort a problem out,Higher rack to bike ratio. Racks nearer stations,
